Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000059824,Dbp,Gene Expression,0.0857532006297167,0.0,0.0,2862,2.5947850703097726,981
ENSMUSG00000002379,Ndufa11,Gene Expression,0.08573706564016133,0.0,0.0,9254,6.91074887126841,1109
ENSMUSG00000030342,Cd9,Gene Expression,0.08571309327693423,0.0,0.0,1368,1.390818411751778,700
ENSMUSG00000025203,Scd2,Gene Expression,0.08568612736265857,0.0,0.0,17908,14.661434039656577,1169
ENSMUSG00000046321,Hs3st2,Gene Expression,0.08562882218349933,0.0,0.0,884,0.6062813805163806,521
ENSMUSG00000030284,Creld1,Gene Expression,0.08561819248167407,0.0,0.0,1686,1.2170380178159697,758
ENSMUSG00000021395,Spin1,Gene Expression,0.08559933341131423,0.0,0.0,1874,1.331675780998498,769
ENSMUSG00000021901,Bap1,Gene Expression,0.08557895861180309,0.0,0.0,1866,1.3456439955679158,801
ENSMUSG00000025220,Oga,Gene Expression,0.08557817281861455,0.0,0.0,2535,1.8133187820323733,849
ENSMUSG00000034245,Hdac11,Gene Expression,0.08554657350562757,0.0,0.0,2972,2.3218152351039247,939
ENSMUSG00000027133,Nop10,Gene Expression,0.08554382358574222,0.0,0.0,2825,2.041364149141872,893
ENSMUSG00000071172,Srsf3,Gene Expression,0.085442386406906,0.0,0.0,3338,2.465347827896939,944
ENSMUSG00000031166,Wdr13,Gene Expression,0.08543443308833983,0.0,0.0,1461,1.0546004317684134,710
ENSMUSG00000114289,Gm48453,Gene Expression,0.0854337114123633,0.0,0.0,2,0.005880193005418808,2
ENSMUSG00000020315,Sptbn1,Gene Expression,0.085342969091925,0.0,0.0,7046,5.306059366188668,1084
ENSMUSG00000061603,Akap6,Gene Expression,0.08533667849984279,0.0,0.0,1240,0.8735228447974305,638
ENSMUSG00000031447,Lamp1,Gene Expression,0.08532675352889658,0.0,0.0,5676,5.166545993708251,1107
ENSMUSG00000025821,Zfp282,Gene Expression,0.08531929506922567,0.0,0.0,502,0.33924242760202883,341
ENSMUSG00000004451,Ralb,Gene Expression,0.08527128488163746,0.0,0.0,503,0.35572479835051907,356
ENSMUSG00000056812,St8sia3,Gene Expression,0.08525915271469456,0.0,0.0,845,0.5480070251465656,519
ENSMUSG00000032012,Nectin1,Gene Expression,0.08525261678120659,0.0,0.0,878,0.6043523485638075,509
ENSMUSG00000063253,Scoc,Gene Expression,0.08522450365061807,0.0,0.0,4094,3.0736201721329173,997
ENSMUSG00000032580,Rbm5,Gene Expression,0.08521763598824598,0.0,0.0,1996,1.4542012750710565,805
ENSMUSG00000054252,Fgfr3,Gene Expression,0.08516527894980742,0.0,0.0,1502,1.233362438541279,749
ENSMUSG00000075706,Gpx4,Gene Expression,0.08516027434720522,0.0,0.0,18856,14.292754980960382,1153
ENSMUSG00000006356,Crip2,Gene Expression,0.08509115900517941,0.0,0.0,2536,2.135991918563392,887
ENSMUSG00000042439,Zfp532,Gene Expression,0.08508455951130364,0.0,0.0,859,0.6076993448513697,523
ENSMUSG00000045312,Lhfpl2,Gene Expression,0.08506013095189725,0.0,0.0,362,0.4893388292961342,303
ENSMUSG00000024902,Mrpl11,Gene Expression,0.08505192985934266,0.0,0.0,2214,1.6189281251088006,851
ENSMUSG00000030007,Cct7,Gene Expression,0.08502532052289638,0.0,0.0,3930,2.948286090384105,982
ENSMUSG00000001909,Trmt1,Gene Expression,0.08501387754686027,0.0,0.0,992,0.6958920801307609,573
ENSMUSG00000024387,Csnk2b,Gene Expression,0.08501382549918535,0.0,0.0,3154,2.3825486686619026,945
ENSMUSG00000028517,Plpp3,Gene Expression,0.08500537784901122,0.0,0.0,4482,3.811047665455648,1032
ENSMUSG00000028932,Psmc2,Gene Expression,0.08494288706189942,0.0,0.0,2005,1.4892690445271906,812
ENSMUSG00000025982,Sf3b1,Gene Expression,0.08494261768293852,0.0,0.0,2485,1.8248956571394845,854
ENSMUSG00000042462,Dctpp1,Gene Expression,0.084937360451607,0.0,0.0,864,0.6004003849885744,530
ENSMUSG00000040843,Tiprl,Gene Expression,0.08490233584038825,0.0,0.0,975,0.6815190895790567,577
ENSMUSG00000049354,Dcaf7,Gene Expression,0.0848867729023927,0.0,0.0,2988,2.2073854623171143,921
ENSMUSG00000018509,Cenpv,Gene Expression,0.08486928873765856,0.0,0.0,1550,1.1052315296470816,708
ENSMUSG00000042254,Cilp,Gene Expression,0.08483938268477972,0.0,0.0,2,0.0009715022955992278,2
ENSMUSG00000022426,Josd1,Gene Expression,0.0848341493837634,0.0,0.0,1051,0.719308711432026,591
ENSMUSG00000046058,Eid2,Gene Expression,0.08482248676379506,0.0,0.0,1748,1.2340024164714216,766
ENSMUSG00000047013,Fbxo41,Gene Expression,0.08471904820045784,0.0,0.0,842,0.5611872185589679,508
ENSMUSG00000008892,Vdac3,Gene Expression,0.08471876153329592,0.0,0.0,4163,3.1053930504816547,1004
ENSMUSG00000050334,C130071C03Rik,Gene Expression,0.08457041974224754,0.0,0.0,1155,0.8105241693672608,608
ENSMUSG00000029068,Ccnl2,Gene Expression,0.0845224759282654,0.0,0.0,1700,1.2386464960952446,743
ENSMUSG00000117869,Snhg4,Gene Expression,0.084484007607636,0.0,0.0,779,0.5049233211278796,458
ENSMUSG00000045404,Kcnk13,Gene Expression,0.08442190379535672,0.0,0.0,258,0.1688618196478316,198
ENSMUSG00000033938,Ndufb7,Gene Expression,0.0844063056678461,0.0,0.0,6502,4.9787717876944,1079
ENSMUSG00000040373,Cacng5,Gene Expression,0.08431547165218271,0.0,0.0,2624,1.9480378029882537,865
ENSMUSG00000039252,Lgi2,Gene Expression,0.08426996306358485,0.0,0.0,681,0.46383699175685955,446
ENSMUSG00000050199,Lgr4,Gene Expression,0.08425224809201173,0.0,0.0,783,0.5609556133395496,501
ENSMUSG00000050505,Pcdh20,Gene Expression,0.08418623645917385,0.0,0.0,682,0.4447636891454645,443
ENSMUSG00000036557,Stpg4,Gene Expression,0.08418031333081696,0.0,0.0,2,0.0007353646943600064,2
ENSMUSG00000018126,Baiap2l2,Gene Expression,0.08417281677755507,0.0,0.0,613,0.39141808441341713,416
ENSMUSG00000024201,Kdm4b,Gene Expression,0.08415376307968997,0.0,0.0,910,0.6369493586307606,547
ENSMUSG00000024589,Nedd4l,Gene Expression,0.08413853693860177,0.0,0.0,803,0.5691923556658716,479
ENSMUSG00000010406,Mrpl52,Gene Expression,0.08413411516602484,0.0,0.0,3850,2.925488446027109,993
ENSMUSG00000024359,Hspa9,Gene Expression,0.0840984913047646,0.0,0.0,3606,2.6616283905892844,978
ENSMUSG00000005716,Pvalb,Gene Expression,0.08408897992246624,0.0,0.0,538,0.42549768142261696,349
ENSMUSG00000025158,Rfng,Gene Expression,0.08403416556332628,0.0,0.0,1435,1.0009557867903869,695
ENSMUSG00000040722,Scamp5,Gene Expression,0.08400052186265781,0.0,0.0,4440,3.32915081834657,1007
ENSMUSG00000013787,Ehmt2,Gene Expression,0.0839842853088717,0.0,0.0,2619,1.957886213706854,885
ENSMUSG00000025272,Tro,Gene Expression,0.08397889950845301,0.0,0.0,1331,0.95197050326105,664
ENSMUSG00000067873,Htatsf1,Gene Expression,0.0839304476344147,0.0,0.0,1685,1.199165002092093,741
ENSMUSG00000053063,Clec12a,Gene Expression,0.08392973673231617,0.0,0.0,7,0.02646835436644459,7
ENSMUSG00000031601,Cnot7,Gene Expression,0.08391712198773213,0.0,0.0,1281,0.8774535051559333,647
ENSMUSG00000025089,Gfra1,Gene Expression,0.08389674084684844,0.0,0.0,144,0.18484050452287829,130
ENSMUSG00000047139,Cd24a,Gene Expression,0.0838941968514133,0.0,0.0,1012,0.7932686958140612,567
ENSMUSG00000016664,Pacsin2,Gene Expression,0.08380217231757851,0.0,0.0,4246,3.1930370042437772,978
ENSMUSG00000039385,Cdh6,Gene Expression,0.08377381477882863,0.0,0.0,543,0.48944371059121666,374
ENSMUSG00000019795,Pcmt1,Gene Expression,0.08374428764490231,0.0,0.0,2056,1.4615798866144671,820
ENSMUSG00000010066,Cacna2d2,Gene Expression,0.08369647801815036,0.0,0.0,295,0.2892566994429671,229
ENSMUSG00000018909,Arrb1,Gene Expression,0.08365334916620135,0.0,0.0,2520,2.1110930731069093,922
ENSMUSG00000021273,Fdft1,Gene Expression,0.08364837147460769,0.0,0.0,1035,0.7684202208046197,589
ENSMUSG00000007655,Cav1,Gene Expression,0.08361078953861432,0.0,0.0,366,0.49807286701758335,301
ENSMUSG00000035274,Tpbg,Gene Expression,0.08359791128867948,0.0,0.0,549,0.3929483021407431,360
ENSMUSG00000021771,Vdac2,Gene Expression,0.08359280865062779,0.0,0.0,5675,4.2487561684093755,1046
ENSMUSG00000032280,Tle3,Gene Expression,0.08357606276439854,0.0,0.0,774,0.5470960618459042,471
ENSMUSG00000044548,Dact1,Gene Expression,0.08357218284079333,0.0,0.0,275,0.26672901509175717,225
ENSMUSG00000032376,Usp3,Gene Expression,0.08355472945917415,0.0,0.0,954,0.6903530446948279,550
ENSMUSG00000022103,Gfra2,Gene Expression,0.08353145024118246,0.0,0.0,855,0.5932833957262794,498
ENSMUSG00000050856,Atp5k,Gene Expression,0.08346458457432135,0.0,0.0,13399,10.219859239253314,1140
ENSMUSG00000006576,Slc4a3,Gene Expression,0.08345468191642576,0.0,0.0,2005,1.4778070573597737,825
ENSMUSG00000090266,Mettl23,Gene Expression,0.08345295630386748,0.0,0.0,1189,0.8260275119648998,621
ENSMUSG00000027893,Ahcyl1,Gene Expression,0.0833963454791284,0.0,0.0,4632,3.7809026453601327,1063
ENSMUSG00000045777,Ifitm10,Gene Expression,0.08339293371997736,0.0,0.0,485,0.37849661507378624,350
ENSMUSG00000060961,Slc4a4,Gene Expression,0.0833085027147813,0.0,0.0,2200,2.1861927694602734,918
ENSMUSG00000026933,Camsap1,Gene Expression,0.08329694464577526,0.0,0.0,1258,0.8895394325928688,648
ENSMUSG00000020594,Pum2,Gene Expression,0.08329283519307647,0.0,0.0,2691,1.9533388338881903,884
ENSMUSG00000015671,Psma2,Gene Expression,0.08327926657669821,0.0,0.0,3692,2.688174101201957,968
ENSMUSG00000079436,Kcnj13,Gene Expression,0.08327711698673664,0.0,0.0,15,0.04616288973690708,13
ENSMUSG00000094840,Muc3a,Gene Expression,0.08327691641788111,0.0,0.0,211,0.12852761774691362,173
ENSMUSG00000057863,Rpl36,Gene Expression,0.0831554950665107,0.0,0.0,20629,16.288795334181533,1172
ENSMUSG00000052928,Ctif,Gene Expression,0.08303613913304865,0.0,0.0,961,0.6521430106001194,536
ENSMUSG00000110195,Pde2a,Gene Expression,0.08302704584896371,0.0,0.0,2422,1.7713489400651452,871
ENSMUSG00000008682,Rpl10,Gene Expression,0.08295202732528087,0.0,0.0,11372,8.75632028840355,1148
ENSMUSG00000020978,Klhdc2,Gene Expression,0.08294653344487675,0.0,0.0,1926,1.3634883696350528,781
ENSMUSG00000032328,Tmem30a,Gene Expression,0.08287936308002801,0.0,0.0,3544,2.609969131727336,956
ENSMUSG00000040389,Wdr47,Gene Expression,0.08287265748620722,0.0,0.0,871,0.5787474664780374,525
ENSMUSG00000067851,Arfgef1,Gene Expression,0.0828716458263198,0.0,0.0,1371,0.9397356626127374,668
ENSMUSG00000004151,Etv1,Gene Expression,0.0828662660145591,0.0,0.0,2184,1.730030332915346,830
ENSMUSG00000017404,Rpl19,Gene Expression,0.08285347574351246,0.0,0.0,27124,20.688901412903455,1173
ENSMUSG00000030706,Mrpl48,Gene Expression,0.08282373419352591,0.0,0.0,1988,1.4614790332057097,810
ENSMUSG00000020893,Per1,Gene Expression,0.08281153892368476,0.0,0.0,1341,0.9750293670551387,666
ENSMUSG00000004207,Psap,Gene Expression,0.08276281269941514,0.0,0.0,29985,23.403329269970843,1177
ENSMUSG00000031639,Tlr3,Gene Expression,0.08275852914902071,0.0,0.0,218,0.3115112320251797,189
ENSMUSG00000079598,Clec2l,Gene Expression,0.08271647153418552,0.0,0.0,1794,1.3143915983166166,784
ENSMUSG00000026839,Upp2,Gene Expression,0.08271332452860727,0.0,0.0,641,0.4373766193817896,449
ENSMUSG00000020108,Ddit4,Gene Expression,0.08265725385085664,0.0,0.0,925,0.645132566167312,526
ENSMUSG00000051695,Pcbp1,Gene Expression,0.08265403206627539,0.0,0.0,4091,2.9830770139323564,992
ENSMUSG00000005893,Nr2c2,Gene Expression,0.08259606559879629,0.0,0.0,1070,0.7207922801801707,569
ENSMUSG00000038264,Sema7a,Gene Expression,0.0825469716763192,0.0,0.0,500,0.44190298484465584,363
ENSMUSG00000039953,Clstn1,Gene Expression,0.08253610739432583,0.0,0.0,7523,5.800831915209348,1096
ENSMUSG00000031838,Ifi30,Gene Expression,0.08253574143457196,0.0,0.0,106,0.15139949532599423,99
ENSMUSG00000110027,C030029H02Rik,Gene Expression,0.08252228066736639,0.0,0.0,15,0.008219967904170948,15
ENSMUSG00000014551,Mrps25,Gene Expression,0.08252142394775017,0.0,0.0,1586,1.1936308337779147,752
ENSMUSG00000059534,Uqcr10,Gene Expression,0.0825041360656537,0.0,0.0,11809,8.877164678483561,1135
ENSMUSG00000001424,Snd1,Gene Expression,0.08243941141932956,0.0,0.0,821,0.5680764525747778,503
ENSMUSG00000026974,Zmynd19,Gene Expression,0.08243697620957409,0.0,0.0,444,0.2769229743048036,340
ENSMUSG00000038248,Sobp,Gene Expression,0.08235286438545385,0.0,0.0,1354,0.9323299738901049,671
ENSMUSG00000022515,Anks3,Gene Expression,0.08235191879689463,0.0,0.0,699,0.48677335960986856,465
ENSMUSG00000006360,Crip1,Gene Expression,0.08234932041551658,0.0,0.0,540,0.6879053703204535,379
ENSMUSG00000015968,Cacna1d,Gene Expression,0.08232434910154814,0.0,0.0,1054,0.7407626166679884,594
ENSMUSG00000035200,Chrnb4,Gene Expression,0.08231260832909976,0.0,0.0,128,0.08775174551709954,109
ENSMUSG00000022016,Akap11,Gene Expression,0.08227860876312351,0.0,0.0,1806,1.3094600065002566,768
ENSMUSG00000052698,Tln2,Gene Expression,0.08224722333520358,0.0,0.0,977,0.7139118086072542,556
ENSMUSG00000053565,Eif3k,Gene Expression,0.08222421854859535,0.0,0.0,4807,3.537083188140009,1026
ENSMUSG00000029405,G3bp2,Gene Expression,0.08216683320280847,0.0,0.0,2702,2.0079120917269733,905
ENSMUSG00000019232,Etnppl,Gene Expression,0.08212971731460394,0.0,0.0,657,0.5741868623440516,457
ENSMUSG00000058248,Kcnh1,Gene Expression,0.08203769357510278,0.0,0.0,224,0.14346848545545432,180
ENSMUSG00000040681,Hmgn1,Gene Expression,0.08188920702850364,0.0,0.0,4905,3.6505347571740123,1019
ENSMUSG00000031822,Gse1,Gene Expression,0.08188383861097993,0.0,0.0,1102,0.7881414009031251,602
ENSMUSG00000039717,Ralyl,Gene Expression,0.08186421328225818,0.0,0.0,1154,0.9524408507264926,584
ENSMUSG00000020111,Micu1,Gene Expression,0.0818408008014273,0.0,0.0,1927,1.4320924713506846,811
ENSMUSG00000064043,Trerf1,Gene Expression,0.0818298841733614,0.0,0.0,496,0.32820641888017554,348
ENSMUSG00000025348,Itga7,Gene Expression,0.08175962588701405,0.0,0.0,232,0.31792950600838715,202
ENSMUSG00000036550,Cnot1,Gene Expression,0.08167812697746532,0.0,0.0,1498,1.0833537969045441,714
ENSMUSG00000021156,Zmynd11,Gene Expression,0.08167088905265031,0.0,0.0,2061,1.5071515249366898,824
ENSMUSG00000049960,Mrps16,Gene Expression,0.08166216159223019,0.0,0.0,1870,1.3534855509478088,790
ENSMUSG00000022763,Aifm3,Gene Expression,0.08155481503240469,0.0,0.0,800,0.7300617222208561,543
ENSMUSG00000068798,Rap1a,Gene Expression,0.08155114370647176,0.0,0.0,1312,0.9341251776398163,643
ENSMUSG00000063919,Srrm4,Gene Expression,0.08154054747474684,0.0,0.0,762,0.510414828465461,487
ENSMUSG00000028790,Khdrbs1,Gene Expression,0.08153298238631342,0.0,0.0,2790,2.034391574264882,883
ENSMUSG00000036052,Dnajb5,Gene Expression,0.08152887355120692,0.0,0.0,1243,0.860733176588021,642
ENSMUSG00000015937,H2afy,Gene Expression,0.08145126810983036,0.0,0.0,2292,1.6883639015772034,844
ENSMUSG00000063146,Clip2,Gene Expression,0.08144412025981088,0.0,0.0,1195,0.8351204292597395,626
ENSMUSG00000023000,Dhh,Gene Expression,0.08143196365678747,0.0,0.0,12,0.037257981286200455,12
ENSMUSG00000022594,Lynx1,Gene Expression,0.081404191229827,0.0,0.0,1091,0.8548461362702301,578
ENSMUSG00000018765,Fxr2,Gene Expression,0.08132699518042442,0.0,0.0,2309,1.685758562064403,858
ENSMUSG00000032036,Kirrel3,Gene Expression,0.08131841770479765,0.0,0.0,1315,1.083409009010604,678
ENSMUSG00000039615,Stub1,Gene Expression,0.08119260494395324,0.0,0.0,3886,2.944119019193467,975
ENSMUSG00000002102,Psmc3,Gene Expression,0.0811151947948079,0.0,0.0,3296,2.5097883450947895,964
ENSMUSG00000038170,Pde4dip,Gene Expression,0.08111438119596469,0.0,0.0,1903,1.324540372420069,785
ENSMUSG00000069769,Msi2,Gene Expression,0.08111241634763584,0.0,0.0,1181,1.0828145904627646,680
ENSMUSG00000021219,Rgs6,Gene Expression,0.08107923447506596,0.0,0.0,608,0.4758881577733347,396
ENSMUSG00000039176,Polg,Gene Expression,0.08105720983248742,0.0,0.0,1177,0.8613556252863843,633
ENSMUSG00000026580,Selp,Gene Expression,0.08098019513255242,0.0,0.0,3,0.006775652991092274,3
ENSMUSG00000021214,Akr1c18,Gene Expression,0.08097121987698251,0.0,0.0,266,0.16814890033239274,194
ENSMUSG00000027574,Nkain4,Gene Expression,0.08090431654315834,0.0,0.0,1228,0.9872344201489162,616
ENSMUSG00000071451,Psmg4,Gene Expression,0.08087488524190511,0.0,0.0,1224,0.882184450139493,637
ENSMUSG00000038390,Gpr162,Gene Expression,0.08084222526989784,0.0,0.0,4096,3.055454366267989,978
ENSMUSG00000045967,Gpr158,Gene Expression,0.08081277235539643,0.0,0.0,1141,0.8156045351972097,620
ENSMUSG00000050201,Otop2,Gene Expression,0.0807397034241486,0.0,0.0,449,0.33648020263765666,282
ENSMUSG00000085133,B930095G15Rik,Gene Expression,0.08066002157846602,0.0,0.0,657,0.46304214218579937,440
ENSMUSG00000024598,Fbn2,Gene Expression,0.08060463369125971,0.0,0.0,178,0.10055469580848107,143
ENSMUSG00000079480,Pin4,Gene Expression,0.0805901355786026,0.0,0.0,1942,1.481754221234922,796
ENSMUSG00000042535,Gtpbp1,Gene Expression,0.08055771164905134,0.0,0.0,997,0.6962643556659918,572
ENSMUSG00000032348,Gsta4,Gene Expression,0.08055727363178529,0.0,0.0,1277,1.3106012843821322,710
ENSMUSG00000034593,Myo5a,Gene Expression,0.0805445971778956,0.0,0.0,3023,2.3882647679985913,946
ENSMUSG00000045636,Mtus1,Gene Expression,0.08050425494172388,0.0,0.0,792,0.6698826291469742,511
ENSMUSG00000063019,Manbal,Gene Expression,0.08048184153666298,0.0,0.0,2032,1.5205486380097373,822
ENSMUSG00000003072,Atp5d,Gene Expression,0.08047418874082153,0.0,0.0,12009,9.09740316088165,1138
ENSMUSG00000001506,Col1a1,Gene Expression,0.08045296875530306,0.0,0.0,115,0.22291555878844155,95
ENSMUSG00000063787,Chchd1,Gene Expression,0.08043142187556167,0.0,0.0,2632,2.0394671039615493,892
ENSMUSG00000031432,Prps1,Gene Expression,0.08028736414528449,0.0,0.0,1432,1.0187906084315463,674
ENSMUSG00000063434,Sorcs3,Gene Expression,0.08025596022413319,0.0,0.0,602,0.49402125639954614,406
ENSMUSG00000047284,Neurl4,Gene Expression,0.08015587955187854,0.0,0.0,1478,1.0441358937226037,722
ENSMUSG00000064264,Zfp428,Gene Expression,0.0801313886093486,0.0,0.0,2347,1.7413353331702273,864
ENSMUSG00000032977,Fam207a,Gene Expression,0.0800527690217848,0.0,0.0,1217,0.8430940774198926,618
ENSMUSG00000029420,Rimbp2,Gene Expression,0.08001100036709324,0.0,0.0,709,0.4659769872358924,436
ENSMUSG00000042846,Lrrtm3,Gene Expression,0.07998215752785952,0.0,0.0,655,0.4441776849515099,425
ENSMUSG00000035355,Kcnh4,Gene Expression,0.07994586016341142,0.0,0.0,125,0.07171140839792207,98
ENSMUSG00000036989,Trim3,Gene Expression,0.07994318368124224,0.0,0.0,851,0.5941873927119935,529
ENSMUSG00000046352,Gjb2,Gene Expression,0.07990412192150133,0.0,0.0,164,0.3236496055646629,133
ENSMUSG00000051703,Tmem198,Gene Expression,0.07989505571562389,0.0,0.0,797,0.5453543061029905,499
ENSMUSG00000068823,Csde1,Gene Expression,0.07985897345331598,0.0,0.0,3607,2.750873266592828,988
ENSMUSG00000075012,Fjx1,Gene Expression,0.07982797617702109,0.0,0.0,1856,1.3158368998206833,787
ENSMUSG00000026365,Cfh,Gene Expression,0.07982071650809147,0.0,0.0,261,0.3657431055762929,203
ENSMUSG00000047454,Gphn,Gene Expression,0.07971014594597686,0.0,0.0,1407,1.0263217852455078,704
ENSMUSG00000036371,Serbp1,Gene Expression,0.0796665926971434,0.0,0.0,4403,3.3267685634881614,1019
ENSMUSG00000040331,Nsmce4a,Gene Expression,0.07953863344764828,0.0,0.0,1458,1.0322046612034563,714
ENSMUSG00000045515,Pou3f3,Gene Expression,0.07950323693079203,0.0,0.0,664,0.5291621252046967,451
ENSMUSG00000005124,Ccn4,Gene Expression,0.07950219974890507,0.0,0.0,238,0.14520181460566092,185
ENSMUSG00000064115,Cadm2,Gene Expression,0.07950193565340871,0.0,0.0,3458,2.6050660762236557,965
ENSMUSG00000009927,Rps25,Gene Expression,0.07948384522455917,0.0,0.0,16092,12.446336230947319,1162
ENSMUSG00000017734,Dbndd2,Gene Expression,0.07946821471141928,0.0,0.0,1906,1.5390793984108657,797
ENSMUSG00000062762,Ei24,Gene Expression,0.07942493300699302,0.0,0.0,1940,1.4100160917609668,800
ENSMUSG00000030652,Coq7,Gene Expression,0.07942210673657003,0.0,0.0,1766,1.2542979375905854,782
ENSMUSG00000071337,Tia1,Gene Expression,0.07940705940751552,0.0,0.0,1659,1.1818259684549417,740
ENSMUSG00000059447,Hadhb,Gene Expression,0.07939665972541911,0.0,0.0,1482,1.5327814795216728,802
ENSMUSG00000006586,Runx1t1,Gene Expression,0.0793828375184921,0.0,0.0,351,0.23235472216038702,273
ENSMUSG00000034875,Nudt19,Gene Expression,0.07932125965105269,0.0,0.0,2315,1.7025061379225062,867
ENSMUSG00000052684,Jun,Gene Expression,0.07924113515761069,0.0,0.0,1211,0.8673555593764406,644
ENSMUSG00000070436,Serpinh1,Gene Expression,0.07923159384840182,0.0,0.0,498,0.7016202919209154,392
ENSMUSG00000079426,Arpc4,Gene Expression,0.07909951179234351,0.0,0.0,1572,1.1581466729178111,730
ENSMUSG00000040687,Madd,Gene Expression,0.0790949296230958,0.0,0.0,1850,1.3309131596964299,786
ENSMUSG00000020744,Slc25a19,Gene Expression,0.07908335758281321,0.0,0.0,1015,0.719530544390818,579
ENSMUSG00000031775,Pllp,Gene Expression,0.07907817656679096,0.0,0.0,702,0.49084565346083286,443
ENSMUSG00000032010,Usp2,Gene Expression,0.07904783479793122,0.0,0.0,1082,0.7743237707684718,599
ENSMUSG00000062373,Tmem65,Gene Expression,0.07902502089232294,0.0,0.0,1223,0.9155742006089297,674
ENSMUSG00000020061,Mybpc1,Gene Expression,0.07901722587308176,0.0,0.0,100,0.1525683012543372,80
ENSMUSG00000025228,Actr1a,Gene Expression,0.0789687898520228,0.0,0.0,2782,2.035427083689461,888
ENSMUSG00000021096,Ppm1a,Gene Expression,0.07892273595272208,0.0,0.0,3111,2.3278636356979256,928
ENSMUSG00000021832,Psmc6,Gene Expression,0.07891867743970184,0.0,0.0,1823,1.3384619666409368,772
ENSMUSG00000019806,Aig1,Gene Expression,0.07890543110891553,0.0,0.0,2050,1.4806801206384281,811
ENSMUSG00000078348,Sf3b5,Gene Expression,0.07888686823461206,0.0,0.0,2334,1.71931122247128,845
ENSMUSG00000049532,Sall2,Gene Expression,0.07886897040580577,0.0,0.0,1267,0.9134072435322448,679
ENSMUSG00000048216,Gpr85,Gene Expression,0.0788659709779646,0.0,0.0,703,0.4703323597480993,452
ENSMUSG00000021400,Wrnip1,Gene Expression,0.07884273452472157,0.0,0.0,786,0.5208488158175805,490
ENSMUSG00000020738,Sumo2,Gene Expression,0.07880419442337813,0.0,0.0,8478,6.4518046702409295,1116
ENSMUSG00000030401,Rtn2,Gene Expression,0.07871520213286283,0.0,0.0,2003,1.5460951585600256,840
ENSMUSG00000034310,Tmem132d,Gene Expression,0.07868372914628205,0.0,0.0,289,0.27384261867725873,205
ENSMUSG00000030739,Myh14,Gene Expression,0.07865669593087002,0.0,0.0,834,0.6525586066226676,489
ENSMUSG00000079657,Rab26,Gene Expression,0.07858210859190237,0.0,0.0,882,0.6652279104827173,466
ENSMUSG00000031155,Pim2,Gene Expression,0.07854641049567015,0.0,0.0,533,0.33627597819802374,373
ENSMUSG00000022312,Eif3h,Gene Expression,0.07848789620817628,0.0,0.0,4851,3.5959886776013272,1037
ENSMUSG00000028381,Ugcg,Gene Expression,0.07844441871606167,0.0,0.0,1291,0.9352728103366352,666
ENSMUSG00000022454,Nell2,Gene Expression,0.07842812022756827,0.0,0.0,768,0.7728470296305567,489
ENSMUSG00000013539,Tango2,Gene Expression,0.07842158212332345,0.0,0.0,1291,0.9184557391582534,665
ENSMUSG00000024424,Ttc39c,Gene Expression,0.0783621770908477,0.0,0.0,1092,0.7617135341148877,578
ENSMUSG00000028971,Cort,Gene Expression,0.07831593502602746,0.0,0.0,421,0.2892611586671017,303
ENSMUSG00000022376,Adcy8,Gene Expression,0.07830902489589987,0.0,0.0,583,0.5086986933775175,403
ENSMUSG00000026820,Ptges2,Gene Expression,0.07830060676879559,0.0,0.0,878,0.6124112302816223,539
ENSMUSG00000001105,Ift20,Gene Expression,0.07826554807910963,0.0,0.0,2955,2.1775125594350806,936
ENSMUSG00000035891,Cerk,Gene Expression,0.07826436119117902,0.0,0.0,1587,1.221459316866211,746
ENSMUSG00000072964,Bhlhb9,Gene Expression,0.07826172978085354,0.0,0.0,1132,0.8032257739489352,636
ENSMUSG00000036533,Cdc42ep3,Gene Expression,0.07826120213288261,0.0,0.0,665,0.46463933720946016,429
ENSMUSG00000020166,Cnot2,Gene Expression,0.07823084493288357,0.0,0.0,1093,0.7832343197477932,591
ENSMUSG00000038020,Rapgefl1,Gene Expression,0.07818837150385977,0.0,0.0,1352,0.9445740347811252,676
ENSMUSG00000018171,Vmp1,Gene Expression,0.07818357112240491,0.0,0.0,1483,1.0581525326763168,711
ENSMUSG00000039533,Mmd2,Gene Expression,0.07815469013197979,0.0,0.0,3798,3.724744829677322,1080
ENSMUSG00000038042,Ptpdc1,Gene Expression,0.07812552641960006,0.0,0.0,662,0.4542882278706056,445
ENSMUSG00000025083,Afap1l2,Gene Expression,0.07810477609462835,0.0,0.0,223,0.3346091316515907,185
ENSMUSG00000015944,Castor2,Gene Expression,0.07808810195687341,0.0,0.0,1795,1.3453873859513157,805
ENSMUSG00000037710,Cisd1,Gene Expression,0.07805811427295052,0.0,0.0,6272,4.688777090253036,1069
ENSMUSG00000007659,Bcl2l1,Gene Expression,0.07803804683199292,0.0,0.0,1492,1.0570085671791083,720
ENSMUSG00000026782,Abi2,Gene Expression,0.07795717160304953,0.0,0.0,2053,1.5099151041897636,815
ENSMUSG00000057278,Snrpg,Gene Expression,0.07794663039012417,0.0,0.0,3314,2.514899548435796,946
ENSMUSG00000007987,Ift22,Gene Expression,0.07789064392032442,2.220446049250313e-16,1.8818791330165302e-15,1633,1.220946533401476,739
